provider,version,path,implementation,type,optional,required,computed,forceNew,maxItems,minItems,deprecated,default,configMode,conflictsWith,exactlyOneOf,atLeastOneOf,requiredWith,defaultFunc
postgresql,,postgresql.postgresql_role.assume_role,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.bypass_row_level_security,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.connection_limit,sdkv2,Int,true,false,false,false,0,0,,-1,auto,,,,,
postgresql,,postgresql.postgresql_role.create_database,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.create_role,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.encrypted,sdkv2,String,true,false,false,false,0,0,"Rename PostgreSQL role resource attribute ""encrypted"" to ""encrypted_password""",<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.encrypted_password,sdkv2,Bool,true,false,false,false,0,0,,true,auto,,,,,
postgresql,,postgresql.postgresql_role.idle_in_transaction_session_timeout,sdkv2,Int,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.inherit,sdkv2,Bool,true,false,false,false,0,0,,true,auto,,,,,
postgresql,,postgresql.postgresql_role.login,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.name,sdkv2,String,false,true,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.password,sdkv2,String,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.replication,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.roles,sdkv2,Set,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.roles.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.search_path,sdkv2,List,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.search_path.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.skip_drop_role,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.skip_reassign_owned,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.statement_timeout,sdkv2,Int,true,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_role.superuser,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_role.valid_until,sdkv2,String,true,false,false,false,0,0,,infinity,auto,,,,,
postgresql,,postgresql.postgresql_schema.database,sdkv2,String,true,false,true,true,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schema.drop_cascade,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_schema.if_not_exists,sdkv2,Bool,true,false,false,false,0,0,,true,auto,,,,,
postgresql,,postgresql.postgresql_schema.name,sdkv2,String,false,true,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schema.owner,sdkv2,String,true,false,true,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schema.policy,sdkv2,Set,true,false,true,false,0,0,"Use postgresql_grant resource instead (with object_type=""schema"")",<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schema.policy.Elem.create,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_schema.policy.Elem.create_with_grant,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_schema.policy.Elem.role,sdkv2,String,true,false,false,false,0,0,,,auto,,,,,
postgresql,,postgresql.postgresql_schema.policy.Elem.role.Elem,sdkv2,String,false,false,false,false,0,0,,<nil>,auto,,,,,
postgresql,,postgresql.postgresql_schema.policy.Elem.usage,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
postgresql,,postgresql.postgresql_schema.policy.Elem.usage_with_grant,sdkv2,Bool,true,false,false,false,0,0,,false,auto,,,,,
